Name,Structure Graph ID,ID,Ea (J/mol),A,RT_conductivity (S/m),SMILES,Cation Name,Anion Name,Cation SMILES,Anion SMILES,reference,source
1-methyl-1-(2-propoxyethyl)pyrrolidinium bis((trifluoromethyl)sulfonyl)amide,ABjAzo,YXvJm,15857.04168,147.4170266,0.245674204,CCCOCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-(2-propoxyethyl)pyrrolidinium,bis((trifluoromethyl)sulfonyl)amide,CCCOCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Chen, Z.; Huo, Y.; Cao, J.; Xu, L.; Zhang, S. (2016) Ind. Eng. Chem. Res. 55, 11589-11596.",synthesized by the authors
1-(3-methoxypropyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,ABgQks,KdNQw,15593.26738,144.3323592,0.267540448,COCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(3-methoxypropyl)-1-methylpyrrolidinium,bis((trifluoromethyl)sulfonyl)amide,COCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Chen, Z.; Huo, Y.; Cao, J.; Xu, L.; Zhang, S. (2016) Ind. Eng. Chem. Res. 55, 11589-11596.",synthesized by the authors
1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,ABdfoj,nRamn,14428.66399,127.2724522,0.377399388,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium,bis((trifluoromethyl)sulfonyl)amide,COCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Chen, Z.; Huo, Y.; Cao, J.; Xu, L.; Zhang, S. (2016) Ind. Eng. Chem. Res. 55, 11589-11596.",synthesized by the authors
1-(2-propoxyethyl)pyridinium bis((trifluoromethyl)sulfonyl)amide,ABhryh,nlVmd,17108.00869,253.7326061,0.255279568,CCCOCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-propoxyethyl)pyridinium,bis((trifluoromethyl)sulfonyl)amide,CCCOCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Chen, Z.; Huo, Y.; Cao, J.; Xu, L.; Zhang, S. (2016) Ind. Eng. Chem. Res. 55, 11589-11596.",synthesized by the authors
1-(3-methoxypropyl)pyridinium bis((trifluoromethyl)sulfonyl)amide,ABfHSy,AgKNN,16110.09472,204.9670383,0.308432755,COCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(3-methoxypropyl)pyridinium,bis((trifluoromethyl)sulfonyl)amide,COCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Chen, Z.; Huo, Y.; Cao, J.; Xu, L.; Zhang, S. (2016) Ind. Eng. Chem. Res. 55, 11589-11596.",synthesized by the authors
1-(2-ethoxyethyl)pyridinium bis((trifluoromethyl)sulfonyl)amide,ABfHSj,YhvFd,15598.89345,174.5341889,0.322790356,CCOCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-ethoxyethyl)pyridinium,bis((trifluoromethyl)sulfonyl)amide,CCOCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Chen, Z.; Huo, Y.; Cao, J.; Xu, L.; Zhang, S. (2016) Ind. Eng. Chem. Res. 55, 11589-11596.",synthesized by the authors
1-(2-methoxyethyl)pyridinium bis(trifluoromethylsulfonyl)amide,ABcXEF,YkemE,16204.03147,251.0375827,0.363711716,COCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)pyridinium,bis(trifluoromethylsulfonyl)amide,COCC[N+]1=CC=CC=C1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Chen, Z.; Huo, Y.; Cao, J.; Xu, L.; Zhang, S. (2016) Ind. Eng. Chem. Res. 55, 11589-11596.",synthesized by the authors
1-(methoxymethyl)pyridinium bis((trifluoromethyl)sulfonyl)amide,ABZmaR,pfoxs,15866.59015,269.4838682,0.44737506,COC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(methoxymethyl)pyridinium,bis((trifluoromethyl)sulfonyl)amide,COC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Chen, Z.; Huo, Y.; Cao, J.; Xu, L.; Zhang, S. (2016) Ind. Eng. Chem. Res. 55, 11589-11596.",synthesized by the authors
1-methyl-3-(2-propoxyethyl)imidazolium bis((trifluoromethyl)sulfonyl)amide,ABiVNH,VDChu,15458.41264,159.4226963,0.312034585,CCCOCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-(2-propoxyethyl)imidazolium,bis((trifluoromethyl)sulfonyl)amide,CCCOCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Chen, Z.; Huo, Y.; Cao, J.; Xu, L.; Zhang, S. (2016) Ind. Eng. Chem. Res. 55, 11589-11596.",synthesized by the authors
3-(3-methoxypropyl)-1-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,ABflPG,dEOuA,15428.06925,175.1376866,0.347015137,COCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3-(3-methoxypropyl)-1-methylimidazolium,bis((trifluoromethyl)sulfonyl)amide,COCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Chen, Z.; Huo, Y.; Cao, J.; Xu, L.; Zhang, S. (2016) Ind. Eng. Chem. Res. 55, 11589-11596.",synthesized by the authors
1-(2-ethoxyethyl)-3-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,ABflRC,ZkToi,14090.44113,116.5040588,0.39597267,CCOCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-ethoxyethyl)-3-methylimidazolium,bis((trifluoromethyl)sulfonyl)amide,CCOCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Chen, Z.; Huo, Y.; Cao, J.; Xu, L.; Zhang, S. (2016) Ind. Eng. Chem. Res. 55, 11589-11596.",synthesized by the authors
1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,ABdBEz,WWlnT,14267.22973,144.7529671,0.458118559,COCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)F,1-(2-methoxyethyl)-3-methyl-1H-imidazolium,bis((trifluoromethyl)sulfonyl)amide,COCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)F,"Chen, Z.; Huo, Y.; Cao, J.; Xu, L.; Zhang, S. (2016) Ind. Eng. Chem. Res. 55, 11589-11596.",synthesized by the authors
1-(methoxymethyl)-3-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,ABaRkL,kBGTB,16332.25166,317.4764115,0.436782825,COC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(methoxymethyl)-3-methylimidazolium,bis((trifluoromethyl)sulfonyl)amide,COC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Chen, Z.; Huo, Y.; Cao, J.; Xu, L.; Zhang, S. (2016) Ind. Eng. Chem. Res. 55, 11589-11596.",synthesized by the authors
propylammonium acetate,AAWvmB,fAKce,42092.88649,1378092.512,0.058145134,CC(=O)[O-].CCC[NH3+],propylammonium,acetate,CC(=O)[O-],CC(=O)[O-],"Chhotaray, P. K.; Gardas, R. L. (2015) J. Chem. Eng. Data 60(6), 1868-1877.",synthesized by the authors
propylammonium formate,AAULkX,UbKdX,23771.38576,5387.142412,0.368604064,CCC[NH3+].O=C[O-],propylammonium,formate,CCC[NH3+],C(=O)[O-],"Chhotaray, P. K.; Gardas, R. L. (2015) J. Chem. Eng. Data 60(6), 1868-1877.",synthesized by the authors
N-butylimidazolium trifluoroacetate,AAtqIW,IAmSj,26072.1004,4931.27933,0.133373969,CCCC[n+]1cc[nH]c1.O=C([O-])C(F)(F)F,N-butylimidazolium,trifluoroacetate,CCCC[n+]1cc[nH]c1,C(=O)(C(F)(F)F)[O-],"Fadeeva, Yu.A.; Gruzdev, M.S.; Kudryakova, N.O.; Shmukler, L.E.; Safonova, L.P. (2020) J. Mol. Liq. 297, 111305.",synthesized by the authors
N-butylimidazolium salicylate,AAyXSN,iJPva,32320.39048,11519.95599,0.025052341,CCCC[n+]1cc[nH]c1.O=C([O-])c1ccccc1O,N-butylimidazolium,salicylate,CCCC[n+]1cc[nH]c1,C1=CC=C(C(=C1)C(=O)O)[O-],"Fadeeva, Yu.A.; Gruzdev, M.S.; Kudryakova, N.O.; Shmukler, L.E.; Safonova, L.P. (2020) J. Mol. Liq. 297, 111305.",synthesized by the authors
3-butylthiazolium bis((trifluoromethyl)sulfonyl)amide,ABdLlk,nOtHP,29522.0695,32917.17883,0.221356362,CCCC[n+]1ccsc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3-butylthiazolium,bis((trifluoromethyl)sulfonyl)amide,CCCC[n+]1ccsc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Fei, Y.; Chen, Z.; Zhang, J.; Yu, M.; Kong, J.; Wu, Z.; Cao, J.; Zhang, J. (2021) J. Mol. Liq. 342, 117553.",synthesized by the authors
3-butyl-4-methylthiazolium bis((trifluoromethyl)sulfonyl)amide,ABfwNa,YlMSL,31479.86044,57089.27681,0.174266827,CCCC[n+]1cscc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3-butyl-4-methylthiazolium,bis((trifluoromethyl)sulfonyl)amide,CCCC[n+]1cscc1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Fei, Y.; Chen, Z.; Zhang, J.; Yu, M.; Kong, J.; Wu, Z.; Cao, J.; Zhang, J. (2021) J. Mol. Liq. 342, 117553.",synthesized by the authors
3-butyl-4-methylthiazolium difluoro(oxalato)borate,ABESvp,OCgKh,35088.42523,165649.7997,0.117929572,CCCC[n+]1cscc1C.O=C1O[B-](F)(F)OC1=O,3-butyl-4-methylthiazolium,difluoro(oxalato)borate,CCCC[n+]1cscc1C,O=C1O[B-](F)(F)OC1=O,"Fei, Y.; Chen, Z.; Zhang, J.; Yu, M.; Kong, J.; Wu, Z.; Cao, J.; Zhang, J. (2021) J. Mol. Liq. 342, 117553.",synthesized by the authors
3-butylthiazolium difluoro(oxalato)borate,ABBijq,amPFC,33656.3342,110948.6263,0.140753496,CCCC[n+]1ccsc1.O=C1O[B-](F)(F)OC1=O,3-butylthiazolium,difluoro(oxalato)borate,CCCC[n+]1ccsc1,O=C1O[B-](F)(F)OC1=O,"Fei, Y.; Chen, Z.; Zhang, J.; Yu, M.; Kong, J.; Wu, Z.; Cao, J.; Zhang, J. (2021) J. Mol. Liq. 342, 117553.",synthesized by the authors
1-(2-hydroxyethyl)-3-methylimidazolium nonafluoro-1-butanesulfonate,ABdylr,UciTB,46484.98036,5217784.451,0.037429736,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1-(2-hydroxyethyl)-3-methylimidazolium,nonafluoro-1-butanesulfonate,C[N+]1=CN(C=C1)CCO,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"Ferreira, Margarida L.; Araujo, Joao M. M.; Vega, Lourdes F.; Llovell, Felix; Pereiro, Ana B. (2020) J. Mol. Liq. 302, 112489.",synthesized by the authors
1-(2-hydroxyethyl)-3-methylimidazolium perfluoropentanoate,ABXCRi,sfAed,52529.69848,48855234.04,0.030591023,C[N+]1=CN(C=C1)CCO.C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)[O-],1-(2-hydroxyethyl)-3-methylimidazolium,perfluoropentanoate,C[N+]1=CN(C=C1)CCO,C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)[O-],"Ferreira, Margarida L.; Araujo, Joao M. M.; Vega, Lourdes F.; Llovell, Felix; Pereiro, Ana B. (2020) J. Mol. Liq. 302, 112489.",synthesized by the authors
1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,ABiCtA,BJDYI,32515.5221,103872.5918,0.20879062,CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,CCCCCCN1C=C[N+](=C1)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Kandil, M. E.; Marsh, K. N.; Goodwin, A. R. H. (2007) J. Chem. Eng. Data 52(6), 2382-2387.",commercial source
"1-phenylethan-1-ammonium 2,5-dihydroxybenzoate",ABAxjl,gdWsr,28582.6873,1870.11197,0.018370408,CC([NH3+])c1ccccc1.O=C([O-])c1cc(O)ccc1O,1-phenylethan-1-ammonium,"2,5-dihydroxybenzoate",CC([NH3+])c1ccccc1,C1=CC(=C(C=C1O)C(=O)O)[O-],"Malfait, B.; Jani, A.; Morineau, D. (2022) J. Mol. Liq. 349, 118488.",commercial source
1-phenylethan-1-ammonium 2-(4-hydroxyphenylazo)benzoate,ABRuZU,OQxpQ,24787.5275,464.9424542,0.021114006,CC([NH3+])c1ccccc1.O=C([O-])c1ccccc1/N=N/c1ccc(O)cc1,1-phenylethan-1-ammonium,2-(4-hydroxyphenylazo)benzoate,CC([NH3+])c1ccccc1,O=C([O-])c1ccccc1/N=N/c1ccc(O)cc1,"Malfait, B.; Jani, A.; Morineau, D. (2022) J. Mol. Liq. 349, 118488.",commercial source
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,ABdMNo,JwQGV,28245.66299,24180.57431,0.27212297,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium,bis[(trifluoromethyl)sulfonyl]imide,CCCC[N+]1(CCCC1)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Neale, A. R.; Schutter, C.; Wilde, P.; Goodrich, P.; Hardacre, C.; Passerini, S.; Balducci, A.; Jacquemin, J. (2017) J. Chem. Eng. Data 62(1), 376-390.",synthesized by the authors
1-butyl-3-methylimidazolium acetate,AAmGQS,hwTpj,46851.69361,6253131.099,0.038688261,CCCCN1C=C[N+](=C1)C.CC(=O)[O-],1-butyl-3-methylimidazolium,acetate,CCCCN1C=C[N+](=C1)C,CC(=O)[O-],"Pinkert, A.; Ang, K. L.; Marsh, K. N.; Pang, S. (2011) Phys. Chem. Chem. Phys. 13, 5136-5143.",commercial source
1-ethyl-3-methylimidazolium acetate,AAgmaR,AHiFI,33750.79861,282567.9902,0.345072106,CCN1C=C[N+](=C1)C.CC(=O)[O-],1-ethyl-3-methylimidazolium,acetate,CCN1C=C[N+](=C1)C,CC(=O)[O-],"Pinkert, A.; Ang, K. L.; Marsh, K. N.; Pang, S. (2011) Phys. Chem. Chem. Phys. 13, 5136-5143.",commercial source
1-hexadecyl-3-methylimidazolium tetrafluoroborate,ABXrSr,DpzaC,196461.8803,3.98e+28,1.51e-06,[B-](F)(F)(F)F.CCCCCCCCCCCCCCCCN1C=C[N+](=C1)C,1-hexadecyl-3-methylimidazolium,tetrafluoroborate,CCCCCCCCCCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,"Vila, J.; Fernandez-Castro, B.; Rilo, E.; Carrete, J.; Dominguez-Perez, M.; Rodriguez, J. R.; Garcia, M.; Varela, L. M.; Cabeza, O. (2012) Fluid Phase Equilib. 320, 1-10.",commercial source
butylammonium formate,AAWvbn,LYLaK,22570.78771,2988.495526,0.331895723,CCCC[NH3+].C(=O)[O-],butylammonium,formate,CCCC[NH3+],C(=O)[O-],"Wei, Ying; Xu, Tongtong; Zhang, Xinyuan; Di, Yang; Zhang, Qingguo (2018) J. Chem. Eng. Data 63(12), 4475-4483.",synthesized by the authors
1-butyl-3-methylimidazolium acetate,AAmGQS,Iwxnr,42700.07033,1766610.502,0.058343958,CCCCN1C=C[N+](=C1)C.CC(=O)[O-],1-butyl-3-methylimidazolium,acetate,CCCCN1C=C[N+](=C1)C,CC(=O)[O-],"Xu, A.; Zhang, Y.; Li, Z.; Wang, J. (2012) J. Chem. Eng. Data 57(11), 3102-3108.",synthesized by the authors
3-butyl-1-methyl-1H-imidazolium propanoate,AAoqOm,ISDIK,40397.74602,653988.0638,0.054676048,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium,propanoate,CCC(=O)[O-],CCC(=O)[O-],"Xu, A.; Zhang, Y.; Li, Z.; Wang, J. (2012) J. Chem. Eng. Data 57(11), 3102-3108.",synthesized by the authors
3-butyl-1-methyl-1H-imidazolium butanoate,AArbVY,SNrvU,44167.40387,1733135.32,0.031667045,CCCC(=O)[O-].CCCC[n+]1ccn(C)c1,3-butyl-1-methyl-1H-imidazolium,butanoate,CCCC(=O)[O-],CCCC(=O)[O-],"Xu, A.; Zhang, Y.; Li, Z.; Wang, J. (2012) J. Chem. Eng. Data 57(11), 3102-3108.",synthesized by the authors
3-butyl-1-methylimidazolium benzoate,AAyDkU,jsGho,55308.48171,60590076.43,0.01236618,CCCCN1C=C[N+](=C1)C.C1=CC=C(C=C1)C(=O)[O-],3-butyl-1-methylimidazolium,benzoate,CCCCN1C=C[N+](=C1)C,C1=CC=C(C=C1)C(=O)[O-],"Xu, A.; Zhang, Y.; Lu, W.; Yao, K.; Wang, J. (2015) J. Chem. Eng. Data 60(3), 580-585.",synthesized by the authors
1-butyl-3-methylimidazolium glycolate,AApKJX,JdDoP,47565.80792,9895821.629,0.045900684,CCCCN1C=C[N+](=C1)C.C(C(=O)[O-])O,1-butyl-3-methylimidazolium,glycolate,CCCCN1C=C[N+](=C1)C,C(C(=O)[O-])O,"Xu, A.; Zhang, Y.; Lu, W.; Yao, K.; Wang, J. (2015) J. Chem. Eng. Data 60(3), 580-585.",synthesized by the authors
1-butyl-3-methylimidazolium lactate,AAruWK,uVxUZ,48712.23521,9883261.801,0.028867625,CCCCN1C=C[N+](=C1)C.CC(C(=O)[O-])O,1-butyl-3-methylimidazolium,lactate,CCCCN1C=C[N+](=C1)C,CC(C(=O)[O-])O,"Xu, A.; Zhang, Y.; Lu, W.; Yao, K.; Wang, J. (2015) J. Chem. Eng. Data 60(3), 580-585.",synthesized by the authors
1-butyl-3-methylimidazolium glycinate,AApAci,BqFcy,63016.90372,589424035.9,0.005366976,CCCCN1C=C[N+](=C1)C.C(C(=O)[O-])N,1-butyl-3-methylimidazolium,glycinate,CCCCN1C=C[N+](=C1)C,C(C(=O)[O-])N,"Xu, A.; Zhang, Y.; Lu, W.; Yao, K.; Wang, J. (2015) J. Chem. Eng. Data 60(3), 580-585.",synthesized by the authors
1-butyl-3-methylimidazolium L-serinate,AAupHc,IsRSU,65460.0896,1193227462.0,0.004054839,CCCCN1C=C[N+](=C1)C.C(C(C(=O)[O-])N)O,1-butyl-3-methylimidazolium,L-serinate,CCCCN1C=C[N+](=C1)C,C(C(C(=O)[O-])N)O,"Zheng, Ling; Pan, Yi; Ji, Hong-Xiang; Ma, Xiao-Xue; Xing, Nan-Nan; Guan, Wei (2016) Acta Phys. Chim. Sin. 32(11), 2663-2670.",synthesized by the authors
1-pentylpyridinium dicyanamide,AApenP,YLsFQ,26810.62908,29426.14184,0.590816979,CCCCC[n+]1ccccc1.N#C[N-]C#N,1-pentylpyridinium,dicyanamide,CCCCC[n+]1ccccc1,C(#N)NC#N,"Zheng, Ling; Pan, Yi; Ji, Hong-Xiang; Ma, Xiao-Xue; Xing, Nan-Nan; Guan, Wei (2016) Acta Phys. Chim. Sin. 32(11), 2663-2670.",synthesized by the authors
1-methyl-3-propylimidazolium L-serinate,AAsEKs,GyEwl,62525.6412,1417427202.0,0.01573522,CCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-methyl-3-propylimidazolium,L-serinate,CCC[n+]1ccn(C)c1,C(C(C(=O)[O-])N)O,"Zheng, Ling; Pan, Yi; Ji, Hong-Xiang; Ma, Xiao-Xue; Xing, Nan-Nan; Guan, Wei (2016) Acta Phys. Chim. Sin. 32(11), 2663-2670.",synthesized by the authors
"N-ethyl-N-methyl-N,N-bis(2- hydroxyethyl)ammonium bis(trifluoromethanesulfonyl)amide",ABeTmy,fkpvw,42154.47011,1759171.1,0.07240249,CC[N+](C)(CCO)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-N-methyl-N,N-bis(2-",hydroxyethyl)ammonium,CC[N+](C)(CCO)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"de Ferro, A. M.; Reis, P. M.; Freitas, A. A.; Lopes, J. N. C.; Rebelo, L. P. N.; Shimizu, K.; Esperanca, J. M. S. S. (2019) J. Chem. Eng. Data 64(11), 4932-4945.",synthesized by the authors
"N-butyl-N,N-dimethyl-N-ethylammonium bis(trifluoromethanesulfonyl)amide",ABavep,kiZUU,33153.60585,113308.2024,0.176066896,CCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-butyl-N,N-dimethyl-N-ethylammonium",bis(trifluoromethanesulfonyl)amide,CCCC[N+](C)(C)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"de Ferro, A. M.; Reis, P. M.; Freitas, A. A.; Lopes, J. N. C.; Rebelo, L. P. N.; Shimizu, K.; Esperanca, J. M. S. S. (2019) J. Chem. Eng. Data 64(11), 4932-4945.",synthesized by the authors
"N-ethyl-N,N-dimethyl-2-methoxyethylammonium bis(trifluoromethylsulfonyl)imide",ABbPbH,Iygxl,29200.12441,36072.72993,0.276219217,CC[N+](C)(C)CCOC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,"N-ethyl-N,N-dimethyl-2-methoxyethylammonium",bis(trifluoromethylsulfonyl)imide,CC[N+](C)(C)CCOC,C(F)(F)(F)S(=O)(=O)NS(=O)(=O)C(F)(F)F,"de Ferro, A. M.; Reis, P. M.; Freitas, A. A.; Lopes, J. N. C.; Rebelo, L. P. N.; Shimizu, K.; Esperanca, J. M. S. S. (2019) J. Chem. Eng. Data 64(11), 4932-4945.",synthesized by the authors
"N-3-hydroxypropyl-N,N-dimethyl-N-ethylammonium bis(trifluoromethanesulfonyl)amide",ABbPMI,JtJzN,38286.21117,610009.576,0.119538948,CC[N+](C)(C)CCCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-3-hydroxypropyl-N,N-dimethyl-N-ethylammonium",bis(trifluoromethanesulfonyl)amide,CC[N+](C)(C)CCCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"de Ferro, A. M.; Reis, P. M.; Freitas, A. A.; Lopes, J. N. C.; Rebelo, L. P. N.; Shimizu, K.; Esperanca, J. M. S. S. (2019) J. Chem. Eng. Data 64(11), 4932-4945.",synthesized by the authors
"N-methyl-N,N,N-tris(2-hydroxyethyl)ammonium bis(trifluoromethanesulfonyl)amide",ABhXIx,cDldv,50379.92636,22581314.98,0.033657114,C[N+](CCO)(CCO)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-methyl-N,N,N-tris(2-hydroxyethyl)ammonium",bis(trifluoromethanesulfonyl)amide,C[N+](CCO)(CCO)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"de Ferro, A. M.; Reis, P. M.; Freitas, A. A.; Lopes, J. N. C.; Rebelo, L. P. N.; Shimizu, K.; Esperanca, J. M. S. S. (2019) J. Chem. Eng. Data 64(11), 4932-4945.",synthesized by the authors
"N-ethyl-N,N,N-tris(2-hydroxyethyl)ammonium bis(trifluoromethanesulfonyl)amide",ABkHSN,qeeNW,53656.11892,61245555.26,0.024344798,CC[N+](CCO)(CCO)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-ethyl-N,N,N-tris(2-hydroxyethyl)ammonium",bis(trifluoromethanesulfonyl)amide,CC[N+](CCO)(CCO)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"de Ferro, A. M.; Reis, P. M.; Freitas, A. A.; Lopes, J. N. C.; Rebelo, L. P. N.; Shimizu, K.; Esperanca, J. M. S. S. (2019) J. Chem. Eng. Data 64(11), 4932-4945.",synthesized by the authors
"N-butyl-N,N,N-tris(2-hydroxyethyl)ammonium bis(trifluoromethanesulfonyl)amide",ABpcsl,TboWR,56603.70382,126368631.3,0.015294934,CCCC[N+](CCO)(CCO)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"N-butyl-N,N,N-tris(2-hydroxyethyl)ammonium",bis(trifluoromethanesulfonyl)amide,CCCC[N+](CCO)(CCO)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"de Ferro, A. M.; Reis, P. M.; Freitas, A. A.; Lopes, J. N. C.; Rebelo, L. P. N.; Shimizu, K.; Esperanca, J. M. S. S. (2019) J. Chem. Eng. Data 64(11), 4932-4945.",synthesized by the authors
1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,ABXNZH,CcUgC,32064.7215,368737.5265,0.889013989,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-ethyl-3-methylimidazolium,bis((trifluoromethyl)sulfonyl)imide,CCN1C=C[N+](=C1)C,CCCCN1C=C[N+](=C1C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,"Aranowski, R.; Cichowska-Kopczynska, I.; Debski, B.; Jasinski, P. (2016) J. Mol. Liq. 221, 541-546.",commercial source
1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,ABXNZH,gheLn,23813.48984,9268.085195,0.623469132,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-ethyl-3-methylimidazolium,bis((trifluoromethyl)sulfonyl)imide,CCN1C=C[N+](=C1)C,CCCCN1C=C[N+](=C1C)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,"Bonhote, P.; Dias, A.-P.; Papageorgiou, N.; Kalyanasundaram, K.; Gratzel, M. (1996) Inorg. Chem. 35(5), 1168-1178.",synthesized by the authors
